id,label,text,image_url,publish_date,image_id
124,real,These days you cant even buy a train ticket if you dont recognize a few animals,,,
125,real,Shenzhen Landslide Bridegroom-to-be Missing at Months End Rescue Digs up to 8 or 9 Meters with No Bottom in Sight   At the periphery of the collapsed soil site in Shenzhen Guangming New District a young woman in anger and tears struggled to enter the accident site while her family and friends tried to take her away The woman cried saying We are getting married in 10 days Why did this happen O web link,,,
126,real,Parental bad habits acquired later in life can also be inherited by children Study At least it seems to be the case with mice eating randomly If parents consume too much junk food or have a long-term high-fat diet can their metabolic disorders be inherited by their children An experiment conducted by researchers from the Chinese Academy of Sciences on mice indeed showed such results O web link,,,
127,real,CBS60Minutes The Plight of Heroin Drugs run rampant some fall prey due to youthful ignorance some seek thrill while others simply because of overmedication and excessive use But ultimately what awaits them is addiction detoxification relapse and even death Should we treat drug users with kindness regarding them as ordinary patients or should we continue to stigmatize and shame them A difficult choice Both A and B stations have given up take it from the cloud drive via the web link,,,
128,fake,Attention recently in Shuyang County Jiangsu Province as well as Hunan Guangxi Yunnan and other provinces bread vans with Anhui license plates have been found They claim to specialize in repairing roof leaks but the windows are tinted so dark that nothing can be seen inside In reality they are bait and switch operators habitual criminals who specialize in kidnapping children doing all sorts of evil deeds Look at the pictures Chinas criminal law is indeed too lenient with sentences of eight years resulting in release after serving only six and a half years Therefore they cant be caught Execute,,,
129,fake,When this screenshot was sent to the group chat I couldnt help myself,,,
130,real,FTChinese-PhotoAlbumTribute to Patagonia Douglas Tompkins the founder of the renowned outdoor gear brand The North Face tragically passed away last week in a kayaking accident in Chile at the age of 72 Tompkins was passionate about philanthropy and an active environmentalist having purchased extensive land in the Patagonia region of Chile in the 1990s with the aim of transforming it into a protected area O Tribute to Patagonia,,,
131,fake,More than shocking An Indonesian man at the last moment before being swept away by the flood faced the photographers lens and calmly made his last gesture in life Perhaps it was a sign of respect to the photographer or an attempt to leave beauty in this world rather than just fear Every time the principal sees this picture he feels overwhelmed Anyway cherish everything in front of you,,,
132,fake,MH370 Missing After seeing this photo you will definitely doubt to the point of disbelief However the facts are proving that Malaysia is hiding something There are some things that the public cannot know — at a time when so many lives are uncertain I would rather believe this is true Thank you This might be the truth ZouNaiTianjin,,,
133,fake,Chinas Real Crisis Species Degeneration —— The Sick Man of East Asia Hepatitis B No 1 Country Over 3 billion Hepatitis B cases in 2010 Over 2 billion hypertension cases Diabetes No 1 Country over 92 million cases another 15 billion potential patients Cancer Death No 1 Country 20084 data cancer death rate increased by over 80% in 30 years accounting for 20-25% of Chinas death population 20093 over 1 billion mental disorders and mental illnesses 84 million disabled people Suicide accounts for 30% of the world over 300000 cases per year,,,
134,real,FTChinese-PhotoAlbumChen Shengkuangs Search for His Son The Trafficked Child Every morning before going to work at the factory Zhao Yuans father Chen Shengkuang goes to kindergartens and parks in Zhanjiang to look for his child He squats on the roadside scanning the children passing by In China thousands of children are trafficked each year a situation inseparable from the countrys population control policies O Chen Shengkuangs Search for His Son The Trafficked Child,,,
